Metafile,Thumbnails Found,Screenshots Found,Thumbnails Missing,Screenshots Missing,,,,,,,,,,,,,
8014,4,0,0,0,,,,,,,,,,,,,
8015,4,0,0,0,,,,,,,,,,,,,
8016,4,0,0,0,,,,,,,,,,,,,
8017,4,0,0,0,,,,,,,,,,,,,
8018,4,0,0,0,,,,,,,,,,,,,
8019,4,0,0,0,,,,,,,,,,,,,
802,4,4,0,0,,,,,,,,,,,,,
8020,4,0,0,0,,,,,,,,,,,,,
8021,4,0,0,0,,,,,,,,,,,,,
8022,4,0,0,0,,,,,,,,,,,,,
8023,4,0,0,0,,,,,,,,,,,,,
8024,4,0,0,0,,,,,,,,,,,,,
8025,4,0,0,0,,,,,,,,,,,,,
8026,4,0,0,0,,,,,,,,,,,,,
8027,4,0,0,0,,,,,,,,,,,,,
8028,4,0,0,0,,,,,,,,,,,,,
8029,4,0,0,0,,,,,,,,,,,,,
803,4,4,0,0,,,,,,,,,,,,,
8030,4,0,0,0,,,,,,,,,,,,,
8031,4,0,0,0,,,,,,,,,,,,,
8032,4,0,0,0,,,,,,,,,,,,,
8033,4,0,0,0,,,,,,,,,,,,,
8034,4,0,0,0,,,,,,,,,,,,,
8035,4,0,0,0,,,,,,,,,,,,,
8036,4,0,0,0,,,,,,,,,,,,,
8037,4,0,0,0,,,,,,,,,,,,,
8038,4,0,0,0,,,,,,,,,,,,,
8039,4,0,0,0,,,,,,,,,,,,,
804,4,4,0,0,,,,,,,,,,,,,
8040,4,0,0,0,,,,,,,,,,,,,
8041,4,0,0,0,,,,,,,,,,,,,
8042,4,0,0,0,,,,,,,,,,,,,
8043,4,0,0,0,,,,,,,,,,,,,
8044,4,0,0,0,,,,,,,,,,,,,
8045,4,0,0,0,,,,,,,,,,,,,
8046,4,0,0,0,,,,,,,,,,,,,
8047,4,0,0,0,,,,,,,,,,,,,
8048,4,0,0,0,,,,,,,,,,,,,
8049,4,0,0,0,,,,,,,,,,,,,
805,4,4,0,0,,,,,,,,,,,,,
8050,4,0,0,0,,,,,,,,,,,,,
8051,4,0,0,0,,,,,,,,,,,,,
8052,4,0,0,0,,,,,,,,,,,,,
8053,4,0,0,0,,,,,,,,,,,,,
8054,4,0,0,0,,,,,,,,,,,,,
8055,4,0,0,0,,,,,,,,,,,,,
8056,4,0,0,0,,,,,,,,,,,,,
8057,4,0,0,0,,,,,,,,,,,,,
8058,4,0,0,0,,,,,,,,,,,,,
8059,4,0,0,0,,,,,,,,,,,,,
806,4,4,0,0,,,,,,,,,,,,,
8060,4,0,0,0,,,,,,,,,,,,,
8061,4,0,0,0,,,,,,,,,,,,,
8062,4,0,0,0,,,,,,,,,,,,,
8063,4,0,0,0,,,,,,,,,,,,,
8064,4,0,0,0,,,,,,,,,,,,,
8065,4,0,0,0,,,,,,,,,,,,,
8068,10,0,0,0,,,,,,,,,,,,,
8069,10,0,0,0,,,,,,,,,,,,,
807,4,4,0,0,,,,,,,,,,,,,
8070,10,0,0,0,,,,,,,,,,,,,
8071,10,0,0,0,,,,,,,,,,,,,
8072,10,0,0,0,,,,,,,,,,,,,
8073,10,0,0,0,,,,,,,,,,,,,
8074,10,0,0,0,,,,,,,,,,,,,
8075,10,0,0,0,,,,,,,,,,,,,
8076,10,0,0,0,,,,,,,,,,,,,
8077,10,0,0,0,,,,,,,,,,,,,
8078,10,0,0,0,,,,,,,,,,,,,
8079,10,0,0,0,,,,,,,,,,,,,
808,6,0,0,0,,,,,,,,,,,,,
8080,10,0,0,0,,,,,,,,,,,,,
8081,10,0,0,0,,,,,,,,,,,,,
8082,10,0,0,0,,,,,,,,,,,,,
8083,10,0,0,0,,,,,,,,,,,,,
8084,10,0,0,0,,,,,,,,,,,,,
8085,10,0,0,0,,,,,,,,,,,,,
8086,10,0,0,0,,,,,,,,,,,,,
809,3,3,0,0,,,,,,,,,,,,,
8091,4,0,0,0,,,,,,,,,,,,,
8092,4,0,0,0,,,,,,,,,,,,,
8093,4,0,0,0,,,,,,,,,,,,,
8094,4,0,0,0,,,,,,,,,,,,,
8095,4,0,0,0,,,,,,,,,,,,,
8096,4,0,0,0,,,,,,,,,,,,,
8097,4,0,0,0,,,,,,,,,,,,,
8098,4,0,0,0,,,,,,,,,,,,,
8099,4,0,0,0,,,,,,,,,,,,,
81,5,5,0,0,,,,,,,,,,,,,
810,2,2,0,0,,,,,,,,,,,,,
8100,4,0,0,0,,,,,,,,,,,,,
8101,4,0,0,0,,,,,,,,,,,,,
8102,4,0,0,0,,,,,,,,,,,,,
8103,4,0,0,0,,,,,,,,,,,,,
8104,4,0,0,0,,,,,,,,,,,,,
8105,4,0,0,0,,,,,,,,,,,,,
8106,4,0,0,0,,,,,,,,,,,,,
8107,4,0,0,0,,,,,,,,,,,,,
8108,4,0,0,0,,,,,,,,,,,,,
8109,4,0,0,0,,,,,,,,,,,,,
811,3,3,0,0,,,,,,,,,,,,,
8110,4,0,0,0,,,,,,,,,,,,,
8111,4,0,0,0,,,,,,,,,,,,,
8112,4,0,0,0,,,,,,,,,,,,,
8113,4,0,0,0,,,,,,,,,,,,,
8114,4,0,0,0,,,,,,,,,,,,,
8115,4,0,0,0,,,,,,,,,,,,,
8116,4,0,0,0,,,,,,,,,,,,,
8117,4,0,0,0,,,,,,,,,,,,,
8118,4,0,0,0,,,,,,,,,,,,,
812,3,3,0,0,,,,,,,,,,,,,
8120,4,4,0,0,,,,,,,,,,,,,
8121,5,5,0,0,,,,,,,,,,,,,
8122,5,5,0,0,,,,,,,,,,,,,
8124,5,5,0,0,,,,,,,,,,,,,
8125,2,2,0,0,,,,,,,,,,,,,
8127,3,3,0,0,,,,,,,,,,,,,
8128,5,5,0,0,,,,,,,,,,,,,
8129,5,5,0,0,,,,,,,,,,,,,
813,3,3,0,0,,,,,,,,,,,,,
8130,5,5,0,0,,,,,,,,,,,,,
8131,6,0,0,0,,,,,,,,,,,,,
8132,5,5,0,0,,,,,,,,,,,,,
8133,3,3,0,0,,,,,,,,,,,,,
8134,3,3,0,0,,,,,,,,,,,,,
8135,3,3,0,0,,,,,,,,,,,,,
8136,5,5,0,0,,,,,,,,,,,,,
8137,3,3,0,0,,,,,,,,,,,,,
8138,2,0,0,0,,,,,,,,,,,,,
814,3,3,0,0,,,,,,,,,,,,,
8142,5,5,0,0,,,,,,,,,,,,,
8143,5,5,0,0,,,,,,,,,,,,,
8144,3,3,0,0,,,,,,,,,,,,,
8145,5,5,0,0,,,,,,,,,,,,,
8146,3,3,0,0,,,,,,,,,,,,,
8147,10,0,0,0,,,,,,,,,,,,,
8148,8,0,0,0,,,,,,,,,,,,,
8149,3,3,0,0,,,,,,,,,,,,,
815,3,3,0,0,,,,,,,,,,,,,
8150,4,4,0,0,,,,,,,,,,,,,
8151,2,0,0,0,,,,,,,,,,,,,
8152,5,5,0,0,,,,,,,,,,,,,
8153,2,0,0,0,,,,,,,,,,,,,
8154,3,3,0,0,,,,,,,,,,,,,
8155,5,5,0,0,,,,,,,,,,,,,
8156,1,1,0,0,,,,,,,,,,,,,
8157,1,1,0,0,,,,,,,,,,,,,
8158,2,2,0,0,,,,,,,,,,,,,
8159,3,3,0,0,,,,,,,,,,,,,
816,3,3,0,0,,,,,,,,,,,,,
8160,3,3,0,0,,,,,,,,,,,,,
8161,1,1,0,0,,,,,,,,,,,,,
8162,3,3,0,0,,,,,,,,,,,,,
8163,5,5,0,0,,,,,,,,,,,,,
8164,5,5,0,0,,,,,,,,,,,,,
8165,3,3,0,0,,,,,,,,,,,,,
8166,2,2,0,0,,,,,,,,,,,,,
8167,5,5,0,0,,,,,,,,,,,,,
8168,10,0,0,0,,,,,,,,,,,,,
8169,10,0,0,0,,,,,,,,,,,,,
817,3,3,0,0,,,,,,,,,,,,,
8170,3,3,0,0,,,,,,,,,,,,,
8171,6,0,0,0,,,,,,,,,,,,,
8172,1,1,0,0,,,,,,,,,,,,,
8174,5,5,0,0,,,,,,,,,,,,,
8175,2,2,0,0,,,,,,,,,,,,,
8176,7,1,0,0,,,,,,,,,,,,,
8177,1,1,0,0,,,,,,,,,,,,,
8178,4,4,0,0,,,,,,,,,,,,,
8179,1,1,0,0,,,,,,,,,,,,,
818,3,3,0,0,,,,,,,,,,,,,
8180,3,3,0,0,,,,,,,,,,,,,
8181,3,3,0,0,,,,,,,,,,,,,
8182,2,2,0,0,,,,,,,,,,,,,
8183,1,1,0,0,,,,,,,,,,,,,
8185,4,4,0,0,,,,,,,,,,,,,
8186,5,5,0,0,,,,,,,,,,,,,
8187,10,0,0,0,,,,,,,,,,,,,
8188,2,2,0,0,,,,,,,,,,,,,
819,3,3,0,0,,,,,,,,,,,,,
8190,1,1,0,0,,,,,,,,,,,,,
8192,5,5,0,0,,,,,,,,,,,,,
8193,3,3,0,0,,,,,,,,,,,,,
8194,0,0,0,0,,,,,,,,,,,,,
8195,3,3,0,0,,,,,,,,,,,,,
8196,5,5,0,0,,,,,,,,,,,,,
8197,5,5,0,0,,,,,,,,,,,,,
8198,1,1,0,0,,,,,,,,,,,,,
8199,2,2,0,0,,,,,,,,,,,,,
820,3,3,0,0,,,,,,,,,,,,,
8200,3,3,0,0,,,,,,,,,,,,,
8201,3,3,0,0,,,,,,,,,,,,,
8202,3,3,0,0,,,,,,,,,,,,,
8203,4,4,0,0,,,,,,,,,,,,,
8204,4,4,0,0,,,,,,,,,,,,,
8205,5,5,0,0,,,,,,,,,,,,,
8206,3,3,0,0,,,,,,,,,,,,,
8207,3,3,0,0,,,,,,,,,,,,,
8208,4,4,0,0,,,,,,,,,,,,,
8209,5,5,0,0,,,,,,,,,,,,,
821,3,3,0,0,,,,,,,,,,,,,
8210,10,0,0,0,,,,,,,,,,,,,
8211,8,0,0,0,,,,,,,,,,,,,
8212,1,1,0,0,,,,,,,,,,,,,
8213,5,5,0,0,,,,,,,,,,,,,
8214,3,3,0,0,,,,,,,,,,,,,
8215,2,2,0,0,,,,,,,,,,,,,
8216,3,3,0,0,,,,,,,,,,,,,
8219,5,5,0,0,,,,,,,,,,,,,
822,3,3,0,0,,,,,,,,,,,,,
8220,1,1,0,0,,,,,,,,,,,,,
8221,8,0,0,0,,,,,,,,,,,,,
8222,4,4,0,0,,,,,,,,,,,,,
8223,5,5,0,0,,,,,,,,,,,,,
8224,6,0,0,0,,,,,,,,,,,,,
8225,8,0,0,0,,,,,,,,,,,,,
8226,4,4,0,0,,,,,,,,,,,,,
8227,4,4,0,0,,,,,,,,,,,,,
8228,1,1,0,0,,,,,,,,,,,,,
8229,3,3,0,0,,,,,,,,,,,,,
823,3,3,0,0,,,,,,,,,,,,,
8230,3,3,0,0,,,,,,,,,,,,,
8231,5,5,0,0,,,,,,,,,,,,,
8232,3,3,0,0,,,,,,,,,,,,,
8233,2,0,0,0,,,,,,,,,,,,,
8234,3,3,0,0,,,,,,,,,,,,,
8236,4,0,0,0,,,,,,,,,,,,,
8237,4,0,0,0,,,,,,,,,,,,,
8238,4,0,0,0,,,,,,,,,,,,,
8239,4,0,0,0,,,,,,,,,,,,,
824,3,3,0,0,,,,,,,,,,,,,
8240,4,0,0,0,,,,,,,,,,,,,
8241,4,0,0,0,,,,,,,,,,,,,
8242,4,0,0,0,,,,,,,,,,,,,
8243,4,0,0,0,,,,,,,,,,,,,
8244,4,0,0,0,,,,,,,,,,,,,
8245,4,0,0,0,,,,,,,,,,,,,
8246,4,0,0,0,,,,,,,,,,,,,
8247,4,0,0,0,,,,,,,,,,,,,
8248,4,0,0,0,,,,,,,,,,,,,
8249,4,0,0,0,,,,,,,,,,,,,
825,3,3,0,0,,,,,,,,,,,,,
8250,4,0,0,0,,,,,,,,,,,,,
8251,4,0,0,0,,,,,,,,,,,,,
8252,4,0,0,0,,,,,,,,,,,,,
8253,4,0,0,0,,,,,,,,,,,,,
8254,4,0,0,0,,,,,,,,,,,,,
8255,4,0,0,0,,,,,,,,,,,,,
8256,4,0,0,0,,,,,,,,,,,,,
8257,4,0,0,0,,,,,,,,,,,,,
8258,4,0,0,0,,,,,,,,,,,,,
8259,4,0,0,0,,,,,,,,,,,,,
826,3,3,0,0,,,,,,,,,,,,,
8260,4,0,0,0,,,,,,,,,,,,,
8261,4,0,0,0,,,,,,,,,,,,,
8262,4,0,0,0,,,,,,,,,,,,,
8263,4,0,0,0,,,,,,,,,,,,,
8264,4,0,0,0,,,,,,,,,,,,,
8265,4,0,0,0,,,,,,,,,,,,,
8266,4,0,0,0,,,,,,,,,,,,,
8267,4,0,0,0,,,,,,,,,,,,,
8268,4,0,0,0,,,,,,,,,,,,,
8269,4,0,0,0,,,,,,,,,,,,,
827,3,3,0,0,,,,,,,,,,,,,
8270,4,0,0,0,,,,,,,,,,,,,
8271,4,0,0,0,,,,,,,,,,,,,
8272,4,0,0,0,,,,,,,,,,,,,
8273,4,0,0,0,,,,,,,,,,,,,
8274,4,0,0,0,,,,,,,,,,,,,
8275,4,0,0,0,,,,,,,,,,,,,
8276,4,0,0,0,,,,,,,,,,,,,
8277,4,0,0,0,,,,,,,,,,,,,
8278,4,0,0,0,,,,,,,,,,,,,
8279,4,0,0,0,,,,,,,,,,,,,
828,3,3,0,0,,,,,,,,,,,,,
8280,4,0,0,0,,,,,,,,,,,,,
8281,4,0,0,0,,,,,,,,,,,,,
8282,4,0,0,0,,,,,,,,,,,,,
8283,4,0,0,0,,,,,,,,,,,,,
8284,4,0,0,0,,,,,,,,,,,,,
8285,4,0,0,0,,,,,,,,,,,,,
8286,4,0,0,0,,,,,,,,,,,,,
8287,4,0,0,0,,,,,,,,,,,,,
8288,4,0,0,0,,,,,,,,,,,,,
8289,4,4,0,0,,,,,,,,,,,,,
829,3,3,0,0,,,,,,,,,,,,,
8290,5,5,0,0,,,,,,,,,,,,,
8291,0,0,0,0,,,,,,,,,,,,,
8292,2,2,0,0,,,,,,,,,,,,,
8293,0,0,0,0,,,,,,,,,,,,,
8294,4,4,0,0,,,,,,,,,,,,,
8295,2,2,0,0,,,,,,,,,,,,,
8296,4,4,0,0,,,,,,,,,,,,,
8297,5,5,0,0,,,,,,,,,,,,,
8298,3,3,0,0,,,,,,,,,,,,,
8299,0,0,0,0,,,,,,,,,,,,,
8300,2,0,0,0,,,,,,,,,,,,,
8301,4,4,0,0,,,,,,,,,,,,,
8302,3,3,0,0,,,,,,,,,,,,,
831,5,5,0,0,,,,,,,,,,,,,
8311,3,3,0,0,,,,,,,,,,,,,
8312,0,0,0,0,,,,,,,,,,,,,
8315,3,3,0,0,,,,,,,,,,,,,
8316,8,0,0,0,,,,,,,,,,,,,
8317,4,4,0,0,,,,,,,,,,,,,
8319,5,5,0,0,,,,,,,,,,,,,
832,3,3,0,0,,,,,,,,,,,,,
8323,6,0,0,0,,,,,,,,,,,,,
8324,4,0,0,0,,,,,,,,,,,,,
8326,5,5,0,0,,,,,,,,,,,,,
8328,4,4,0,0,,,,,,,,,,,,,
833,4,4,0,0,,,,,,,,,,,,,
8330,3,3,0,0,,,,,,,,,,,,,
8331,8,0,0,0,,,,,,,,,,,,,
8332,5,5,0,0,,,,,,,,,,,,,
8333,3,3,0,0,,,,,,,,,,,,,
8334,3,3,0,0,,,,,,,,,,,,,
8335,6,0,0,0,,,,,,,,,,,,,
8336,3,3,0,0,,,,,,,,,,,,,
8337,5,5,0,0,,,,,,,,,,,,,
8338,5,5,0,0,,,,,,,,,,,,,
8339,5,5,0,0,,,,,,,,,,,,,
834,3,3,0,0,,,,,,,,,,,,,
8340,3,3,0,0,,,,,,,,,,,,,
8341,5,5,0,0,,,,,,,,,,,,,
8342,6,0,0,0,,,,,,,,,,,,,
8343,1,1,0,0,,,,,,,,,,,,,
8344,6,0,0,0,,,,,,,,,,,,,
8345,0,0,0,0,,,,,,,,,,,,,
8346,4,4,0,0,,,,,,,,,,,,,
8347,3,3,0,0,,,,,,,,,,,,,
8348,0,0,0,0,,,,,,,,,,,,,
8349,3,3,0,0,,,,,,,,,,,,,
835,5,5,0,0,,,,,,,,,,,,,
8350,3,3,0,0,,,,,,,,,,,,,
8352,0,0,0,0,,,,,,,,,,,,,
8353,0,0,0,0,,,,,,,,,,,,,
8354,1,1,0,0,,,,,,,,,,,,,
8355,0,0,0,0,,,,,,,,,,,,,
8356,0,0,0,0,,,,,,,,,,,,,
8357,5,5,0,0,,,,,,,,,,,,,
8358,3,3,0,0,,,,,,,,,,,,,
8359,5,5,0,0,,,,,,,,,,,,,
836,3,3,0,0,,,,,,,,,,,,,
8360,3,3,0,0,,,,,,,,,,,,,
8361,2,2,0,0,,,,,,,,,,,,,
8362,5,5,0,0,,,,,,,,,,,,,
8364,3,3,0,0,,,,,,,,,,,,,
8369,5,5,0,0,,,,,,,,,,,,,
8370,4,4,0,0,,,,,,,,,,,,,
8371,5,5,0,0,,,,,,,,,,,,,
8372,3,3,0,0,,,,,,,,,,,,,
8373,5,5,0,0,,,,,,,,,,,,,
8375,4,4,0,0,,,,,,,,,,,,,
8376,4,4,0,0,,,,,,,,,,,,,
8377,8,0,0,0,,,,,,,,,,,,,
8378,5,5,0,0,,,,,,,,,,,,,
8379,5,5,0,0,,,,,,,,,,,,,
838,3,3,0,0,,,,,,,,,,,,,
8380,5,5,0,0,,,,,,,,,,,,,
8381,2,0,0,0,,,,,,,,,,,,,
8382,5,5,0,0,,,,,,,,,,,,,
8383,5,5,0,0,,,,,,,,,,,,,
8384,5,5,0,0,,,,,,,,,,,,,
8385,10,0,0,0,,,,,,,,,,,,,
8387,3,3,0,0,,,,,,,,,,,,,
8388,3,3,0,0,,,,,,,,,,,,,
8389,3,3,0,0,,,,,,,,,,,,,
839,3,3,0,0,,,,,,,,,,,,,
8390,4,4,0,0,,,,,,,,,,,,,
8392,10,0,0,0,,,,,,,,,,,,,
8398,3,3,0,0,,,,,,,,,,,,,
8399,3,3,0,0,,,,,,,,,,,,,
840,6,0,0,0,,,,,,,,,,,,,
8400,0,0,0,0,,,,,,,,,,,,,
8401,5,5,0,0,,,,,,,,,,,,,
8402,5,5,0,0,,,,,,,,,,,,,
8403,1,1,0,0,,,,,,,,,,,,,
8404,2,2,0,0,,,,,,,,,,,,,
8405,5,5,0,0,,,,,,,,,,,,,
8406,4,4,0,0,,,,,,,,,,,,,
8407,5,5,0,0,,,,,,,,,,,,,
8408,4,4,0,0,,,,,,,,,,,,,
8409,5,5,0,0,,,,,,,,,,,,,
841,3,3,0,0,,,,,,,,,,,,,
8410,0,0,0,0,,,,,,,,,,,,,
8411,10,0,0,0,,,,,,,,,,,,,
8412,5,5,0,0,,,,,,,,,,,,,
8413,4,4,0,0,,,,,,,,,,,,,
8414,5,5,0,0,,,,,,,,,,,,,
8415,4,4,0,0,,,,,,,,,,,,,
8416,2,2,0,0,,,,,,,,,,,,,
8417,5,5,0,0,,,,,,,,,,,,,
8418,2,2,0,0,,,,,,,,,,,,,
8419,4,4,0,0,,,,,,,,,,,,,
842,3,3,0,0,,,,,,,,,,,,,
8420,5,5,0,0,,,,,,,,,,,,,
8421,10,0,0,0,,,,,,,,,,,,,
8422,10,0,0,0,,,,,,,,,,,,,
8423,5,5,0,0,,,,,,,,,,,,,
8426,5,5,0,0,,,,,,,,,,,,,
843,5,5,0,0,,,,,,,,,,,,,
8430,5,5,0,0,,,,,,,,,,,,,
8433,2,2,0,0,,,,,,,,,,,,,
8434,4,4,0,0,,,,,,,,,,,,,
8435,5,5,0,0,,,,,,,,,,,,,
8436,8,0,0,0,,,,,,,,,,,,,
8437,3,3,0,0,,,,,,,,,,,,,
8438,2,2,0,0,,,,,,,,,,,,,
8439,5,5,0,0,,,,,,,,,,,,,
844,3,3,0,0,,,,,,,,,,,,,
8440,5,5,0,0,,,,,,,,,,,,,
8441,5,5,0,0,,,,,,,,,,,,,
8442,5,5,0,0,,,,,,,,,,,,,
8443,5,5,0,0,,,,,,,,,,,,,
8444,5,5,0,0,,,,,,,,,,,,,
8445,5,5,0,0,,,,,,,,,,,,,
8446,1,1,0,0,,,,,,,,,,,,,
8447,10,0,0,0,,,,,,,,,,,,,
8448,1,1,0,0,,,,,,,,,,,,,
8449,4,4,0,0,,,,,,,,,,,,,
845,3,3,0,0,,,,,,,,,,,,,
8450,4,4,0,0,,,,,,,,,,,,,
8451,2,2,0,0,,,,,,,,,,,,,
8452,4,4,0,0,,,,,,,,,,,,,
8453,1,1,0,0,,,,,,,,,,,,,
8454,3,3,0,0,,,,,,,,,,,,,
8455,5,5,0,0,,,,,,,,,,,,,
8456,5,5,0,0,,,,,,,,,,,,,
8457,5,5,0,0,,,,,,,,,,,,,
8458,5,5,0,0,,,,,,,,,,,,,
8459,1,1,0,0,,,,,,,,,,,,,
846,1,1,0,0,,,,,,,,,,,,,
8460,5,5,0,0,,,,,,,,,,,,,
8461,1,1,0,0,,,,,,,,,,,,,
8462,3,3,0,0,,,,,,,,,,,,,
8463,3,3,0,0,,,,,,,,,,,,,
8464,5,5,0,0,,,,,,,,,,,,,
8465,3,3,0,0,,,,,,,,,,,,,
8466,5,5,0,0,,,,,,,,,,,,,
8467,3,3,0,0,,,,,,,,,,,,,
8468,1,1,0,0,,,,,,,,,,,,,
8469,1,1,0,0,,,,,,,,,,,,,
8470,2,2,0,0,,,,,,,,,,,,,
8471,3,3,0,0,,,,,,,,,,,,,
8472,5,5,0,0,,,,,,,,,,,,,
8473,5,5,0,0,,,,,,,,,,,,,
8474,5,5,0,0,,,,,,,,,,,,,
8475,5,5,0,0,,,,,,,,,,,,,
8476,5,5,0,0,,,,,,,,,,,,,
8477,4,4,0,0,,,,,,,,,,,,,
8478,1,1,0,0,,,,,,,,,,,,,
8479,5,5,0,0,,,,,,,,,,,,,
848,3,3,0,0,,,,,,,,,,,,,
8480,5,5,0,0,,,,,,,,,,,,,
8481,4,4,0,0,,,,,,,,,,,,,
8482,1,1,0,0,,,,,,,,,,,,,
8483,1,1,0,0,,,,,,,,,,,,,
8484,5,5,0,0,,,,,,,,,,,,,
8485,6,0,0,0,,,,,,,,,,,,,
8486,3,3,0,0,,,,,,,,,,,,,
8487,3,3,0,0,,,,,,,,,,,,,
8488,5,5,0,0,,,,,,,,,,,,,
849,3,3,0,0,,,,,,,,,,,,,
8493,6,0,0,0,,,,,,,,,,,,,
85,4,4,0,0,,,,,,,,,,,,,
850,3,3,0,0,,,,,,,,,,,,,
8502,6,0,0,0,,,,,,,,,,,,,
8505,4,0,0,0,,,,,,,,,,,,,
8506,4,0,0,0,,,,,,,,,,,,,
8507,4,0,0,0,,,,,,,,,,,,,
8508,4,0,0,0,,,,,,,,,,,,,
8509,4,0,0,0,,,,,,,,,,,,,
851,1,1,0,0,,,,,,,,,,,,,
8510,4,0,0,0,,,,,,,,,,,,,
8511,4,0,0,0,,,,,,,,,,,,,
8512,4,0,0,0,,,,,,,,,,,,,
8513,4,0,0,0,,,,,,,,,,,,,
8514,4,0,0,0,,,,,,,,,,,,,
8515,4,0,0,0,,,,,,,,,,,,,
8516,4,0,0,0,,,,,,,,,,,,,
8517,4,0,0,0,,,,,,,,,,,,,
8518,4,0,0,0,,,,,,,,,,,,,
8519,4,0,0,0,,,,,,,,,,,,,
852,5,5,0,0,,,,,,,,,,,,,
8520,4,0,0,0,,,,,,,,,,,,,
8521,4,0,0,0,,,,,,,,,,,,,
8522,4,0,0,0,,,,,,,,,,,,,
8523,4,0,0,0,,,,,,,,,,,,,
8524,4,0,0,0,,,,,,,,,,,,,
8525,4,0,0,0,,,,,,,,,,,,,
8526,4,0,0,0,,,,,,,,,,,,,
8527,4,0,0,0,,,,,,,,,,,,,
8528,4,0,0,0,,,,,,,,,,,,,
8529,4,0,0,0,,,,,,,,,,,,,
853,3,3,0,0,,,,,,,,,,,,,
8530,4,0,0,0,,,,,,,,,,,,,
8531,4,0,0,0,,,,,,,,,,,,,
8532,4,0,0,0,,,,,,,,,,,,,
8533,4,0,0,0,,,,,,,,,,,,,
8534,4,0,0,0,,,,,,,,,,,,,
8535,4,0,0,0,,,,,,,,,,,,,
8536,4,0,0,0,,,,,,,,,,,,,
8537,4,0,0,0,,,,,,,,,,,,,
8538,4,0,0,0,,,,,,,,,,,,,
8539,4,0,0,0,,,,,,,,,,,,,
854,3,3,0,0,,,,,,,,,,,,,
8540,4,0,0,0,,,,,,,,,,,,,
8541,4,0,0,0,,,,,,,,,,,,,
8542,4,0,0,0,,,,,,,,,,,,,
8543,4,0,0,0,,,,,,,,,,,,,
8544,4,0,0,0,,,,,,,,,,,,,
8545,4,0,0,0,,,,,,,,,,,,,
8546,4,0,0,0,,,,,,,,,,,,,
8547,4,0,0,0,,,,,,,,,,,,,
8548,4,0,0,0,,,,,,,,,,,,,
8549,4,0,0,0,,,,,,,,,,,,,
855,3,3,0,0,,,,,,,,,,,,,
8550,4,0,0,0,,,,,,,,,,,,,
8551,4,0,0,0,,,,,,,,,,,,,
8552,4,0,0,0,,,,,,,,,,,,,
8553,4,0,0,0,,,,,,,,,,,,,
8554,4,0,0,0,,,,,,,,,,,,,
8555,4,0,0,0,,,,,,,,,,,,,
8556,4,0,0,0,,,,,,,,,,,,,
8557,4,0,0,0,,,,,,,,,,,,,
8558,4,0,0,0,,,,,,,,,,,,,
8559,4,0,0,0,,,,,,,,,,,,,
856,3,3,0,0,,,,,,,,,,,,,
8560,4,0,0,0,,,,,,,,,,,,,
8561,4,0,0,0,,,,,,,,,,,,,
8562,4,0,0,0,,,,,,,,,,,,,
8563,4,0,0,0,,,,,,,,,,,,,
8564,4,0,0,0,,,,,,,,,,,,,
8565,4,0,0,0,,,,,,,,,,,,,
8566,4,0,0,0,,,,,,,,,,,,,
8567,4,0,0,0,,,,,,,,,,,,,
8568,4,0,0,0,,,,,,,,,,,,,
8569,4,0,0,0,,,,,,,,,,,,,
857,10,0,0,0,,,,,,,,,,,,,
8570,4,0,0,0,,,,,,,,,,,,,
8571,4,0,0,0,,,,,,,,,,,,,
8572,4,0,0,0,,,,,,,,,,,,,
8573,4,0,0,0,,,,,,,,,,,,,
8574,4,0,0,0,,,,,,,,,,,,,
8575,4,0,0,0,,,,,,,,,,,,,
8576,4,0,0,0,,,,,,,,,,,,,
8577,4,0,0,0,,,,,,,,,,,,,
8578,4,0,0,0,,,,,,,,,,,,,
8579,4,0,0,0,,,,,,,,,,,,,
858,5,5,0,0,,,,,,,,,,,,,
8580,4,0,0,0,,,,,,,,,,,,,
8581,4,0,0,0,,,,,,,,,,,,,
8582,4,0,0,0,,,,,,,,,,,,,
8583,4,0,0,0,,,,,,,,,,,,,
8584,4,0,0,0,,,,,,,,,,,,,
8585,4,0,0,0,,,,,,,,,,,,,
8586,4,0,0,0,,,,,,,,,,,,,
8587,4,0,0,0,,,,,,,,,,,,,
8588,4,0,0,0,,,,,,,,,,,,,
8589,4,0,0,0,,,,,,,,,,,,,
859,4,4,0,0,,,,,,,,,,,,,
8590,4,0,0,0,,,,,,,,,,,,,
8591,4,0,0,0,,,,,,,,,,,,,
8592,4,0,0,0,,,,,,,,,,,,,
8593,4,0,0,0,,,,,,,,,,,,,
8594,4,0,0,0,,,,,,,,,,,,,
8595,4,0,0,0,,,,,,,,,,,,,
8596,4,0,0,0,,,,,,,,,,,,,
8597,4,0,0,0,,,,,,,,,,,,,
8598,4,0,0,0,,,,,,,,,,,,,
8599,4,0,0,0,,,,,,,,,,,,,
86,3,3,0,0,,,,,,,,,,,,,
860,1,1,0,0,,,,,,,,,,,,,
8600,4,0,0,0,,,,,,,,,,,,,
8601,4,0,0,0,,,,,,,,,,,,,
8602,4,0,0,0,,,,,,,,,,,,,
8603,4,0,0,0,,,,,,,,,,,,,
8604,4,0,0,0,,,,,,,,,,,,,
8605,4,0,0,0,,,,,,,,,,,,,
8606,4,0,0,0,,,,,,,,,,,,,
8607,4,0,0,0,,,,,,,,,,,,,
8608,4,0,0,0,,,,,,,,,,,,,
